SAMPLE	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
WD-3-1_1	Contig01	1	11008917	6835215	10568459	95.9991	76.8151	34.1	52.2
WD-3-1_1	Contig02	1	8645043	5626050	8422991	97.4315	80.6139	34.1	52.3
WD-3-1_1	Contig03	1	1697966	1289318	1562281	92.009	93.0621	34.3	35.7
WD-3-1_1	Contig04	1	796569	636355	700836	87.9818	97.5422	34.5	25.2
WD-3-1_1	Contig05	1	60573	9415	34352	56.7117	18.4133	34.1	8.08
WD-3-1_1	Contig06	1	6618557	4132511	6537984	98.7826	77.3289	34	53.7
WD-3-1_1	Contig07	1	51574	10687	24333	47.1807	25.0797	34.6	22.5
WD-3-1_1	Contig08	1	5731635	3456375	5591176	97.5494	74.8081	34	55.7
WD-3-1_1	Contig09	1	4595668	2779742	4474499	97.3634	75.0508	34	56.7
WD-3-1_1	Contig10	1	1201610	180470	354327	29.4877	17.128	34.5	24.4
WD-3-1_1	Contig11	1	170974	105073	148835	87.0512	74.528	34.3	23.3
WD-3-1_1	Contig12	1	1464303	808410	1315733	89.8539	67.9435	34.1	49.2
WD-3-1_1	Contig13	1	4077659	2529180	3940684	96.6408	76.6714	34.1	51.5
WD-3-1_1	Contig14	1	55256	17074	45425	82.2083	38.2925	34.3	28.8
WD-3-1_1	Contig15	1	72685	59393	45473	62.5617	101.393	33.8	1.71
WD-3-1_1	Contig16	1	77902	13702	18358	23.5655	21.469	34.1	0.155
WD-3-1_1	Contig17	1	104405	4723	22003	21.0747	5.11874	34.2	2.44
WD-3-1_1	Contig18	1	133460	213694	96464	72.2793	197.622	33.8	0.537
WD-3-1_1	Contig19	1	96136	165837	75642	78.6823	214.337	34.1	0.511
WD-3-1_1	Contig20	1	73650	2097	16082	21.8357	3.39701	33.7	10.7
WD-3-1_1	Contig21	1	73030	10425	23183	31.7445	17.1468	34.3	13.4
WD-3-1_1	Contig22	1	52001	668	5148	9.89981	1.26551	33.5	0.567
WD-3-1_1	Contig23	1	70829	2238	20989	29.6333	3.61781	34.1	1.36
WD-3-1_1	Contig24	1	75409	2901	20425	27.0856	4.24309	34.3	4.64
W-GHA-7-	Contig01	1	11008917	2426445	10606312	96.3429	32.2282	38.4	51.8
W-GHA-7-	Contig02	1	8645043	1816668	8314098	96.1719	30.772	38.4	53.4
W-GHA-7-	Contig03	1	1697966	406904	1567726	92.3296	34.7319	38.5	37.1
W-GHA-7-	Contig04	1	796569	139381	618697	77.6702	24.8163	38.5	22
W-GHA-7-	Contig05	1	60573	3382	32381	53.4578	7.69034	38.3	9.93
W-GHA-7-	Contig06	1	6618557	1415526	6515758	98.4468	31.3259	38.4	53.2
W-GHA-7-	Contig07	1	51574	2770	22707	44.028	7.1361	38.6	19.3
W-GHA-7-	Contig08	1	5731635	1180042	5584298	97.4294	30.207	38.4	55.5
W-GHA-7-	Contig09	1	4595668	956670	4474831	97.3706	30.5715	38.4	56.5
W-GHA-7-	Contig10	1	1201610	60437	424349	35.315	6.6028	38.6	26.5
W-GHA-7-	Contig11	1	170974	33398	126085	73.7451	27.8318	38.5	28.2
W-GHA-7-	Contig12	1	1464303	297024	1393499	95.1647	29.4999	38.4	48.9
W-GHA-7-	Contig13	1	4077659	866383	3961175	97.1434	31.0649	38.4	51.2
W-GHA-7-	Contig14	1	55256	5422	42940	77.711	14.4415	38.3	30.9
W-GHA-7-	Contig15	1	72685	38881	43238	59.4868	78.2539	38.1	1.6
W-GHA-7-	Contig16	1	77902	11457	19493	25.0225	21.2324	38.4	0.161
W-GHA-7-	Contig17	1	104405	1991	19720	18.888	2.26764	38.4	2.28
W-GHA-7-	Contig18	1	133460	145674	94824	71.0505	157.789	38	1.62
W-GHA-7-	Contig19	1	96136	108541	74999	78.0134	165.819	38.3	0.964
W-GHA-7-	Contig20	1	73650	1235	18045	24.501	2.18158	38.5	13.5
W-GHA-7-	Contig21	1	73030	4004	22997	31.4898	7.67512	38.5	15.1
W-GHA-7-	Contig22	1	52001	160	3856	7.41524	0.281937	37.9	6.28
W-GHA-7-	Contig23	1	70829	643	15904	22.4541	1.12395	38.4	3.06
W-GHA-7-	Contig24	1	75409	1192	16913	22.4284	1.8417	38.6	3.17
W-GHA-7	Contig01	1	11008917	1763968	10580166	96.1054	23.39	38.5	51.2
W-GHA-7	Contig02	1	8645043	1372222	8358974	96.6909	23.1752	38.5	52.6
W-GHA-7	Contig03	1	1697966	352190	1580713	93.0945	29.8475	38.6	36.5
W-GHA-7	Contig04	1	796569	147486	654420	82.1548	26.2178	38.7	25.4
W-GHA-7	Contig05	1	60573	3749	33800	55.8004	8.66348	38.6	11.2
W-GHA-7	Contig06	1	6618557	1056472	6496885	98.1617	23.3508	38.5	52.6
W-GHA-7	Contig07	1	51574	2416	22503	43.6325	6.19981	38.8	20.6
W-GHA-7	Contig08	1	5731635	867128	5565320	97.0983	22.1696	38.5	55.1
W-GHA-7	Contig09	1	4595668	696768	4464446	97.1447	22.225	38.5	56.1
W-GHA-7	Contig10	1	1201610	60182	455910	37.9416	6.48625	38.7	26.6
W-GHA-7	Contig11	1	170974	32084	122965	71.9203	26.7126	38.6	31.7
W-GHA-7	Contig12	1	1464303	220382	1383932	94.5113	21.8267	38.5	48
W-GHA-7	Contig13	1	4077659	642082	3945963	96.7703	22.9951	38.5	50.8
W-GHA-7	Contig14	1	55256	3486	39574	71.6194	9.17211	38.5	30.2
W-GHA-7	Contig15	1	72685	24282	39722	54.6495	48.8683	38.2	1.43
W-GHA-7	Contig16	1	77902	7423	15244	19.5682	13.8037	38.5	0.105
W-GHA-7	Contig17	1	104405	1953	23115	22.1397	2.01349	38.7	6.24
W-GHA-7	Contig18	1	133460	93193	90662	67.932	100.768	38.1	1.55
W-GHA-7	Contig19	1	96136	68302	72186	75.0874	104.59	38.4	0.889
W-GHA-7	Contig20	1	73650	954	15812	21.4691	1.73035	38.3	11.3
W-GHA-7	Contig21	1	73030	3862	32548	44.568	7.31571	38.6	18
W-GHA-7	Contig22	1	52001	158	3770	7.24986	0.258822	38.7	6.69
W-GHA-7	Contig23	1	70829	632	14985	21.1566	1.03266	38.4	5.56
W-GHA-7	Contig24	1	75409	833	14665	19.4473	1.17653	38.8	3.56
W-MAL-17	Contig01	1	11008917	3743306	10709647	97.2816	49.5484	38.3	50
W-MAL-17	Contig02	1	8645043	2784837	8270310	95.6653	47.0224	38.3	52.3
W-MAL-17	Contig03	1	1697966	692301	1597508	94.0836	58.4218	38.4	35.5
W-MAL-17	Contig04	1	796569	245316	633786	79.5645	42.9496	38.4	20.7
W-MAL-17	Contig05	1	60573	4322	31578	52.1321	9.6053	38.2	5.6
W-MAL-17	Contig06	1	6618557	2225291	6490615	98.0669	49.0505	38.3	51.3
W-MAL-17	Contig07	1	51574	2091	21052	40.819	5.10548	38.5	16.1
W-MAL-17	Contig08	1	5731635	1851570	5599808	97.7	47.2435	38.3	53.7
W-MAL-17	Contig09	1	4595668	1468508	4492298	97.7507	46.7595	38.3	55.8
W-MAL-17	Contig10	1	1201610	101547	396199	32.9723	10.9017	38.5	23.8
W-MAL-17	Contig11	1	170974	56245	112727	65.9322	46.8602	38.4	25.9
W-MAL-17	Contig12	1	1464303	479844	1405101	95.957	47.5128	38.3	46.8
W-MAL-17	Contig13	1	4077659	1358489	3985771	97.7466	48.5413	38.3	49
W-MAL-17	Contig14	1	55256	5839	38013	68.7943	15.2027	38.3	22.1
W-MAL-17	Contig15	1	72685	46290	45796	63.0061	92.5159	37.9	1.53
W-MAL-17	Contig16	1	77902	13316	23084	29.6321	24.4171	38.4	0.296
W-MAL-17	Contig17	1	104405	4328	24986	23.9318	4.9327	38.4	4.98
W-MAL-17	Contig18	1	133460	175815	98995	74.1758	190.079	37.9	1.54
W-MAL-17	Contig19	1	96136	130178	79423	82.6153	198.08	38.1	1
W-MAL-17	Contig20	1	73650	1808	18102	24.5784	3.1579	38.2	11.2
W-MAL-17	Contig21	1	73030	5966	28256	38.6909	11.0829	38.4	12
W-MAL-17	Contig22	1	52001	494	6121	11.7709	0.903271	37.4	1.94
W-MAL-17	Contig23	1	70829	1693	23713	33.4792	2.83901	38.1	2.06
W-MAL-17	Contig24	1	75409	2148	23213	30.7828	3.11064	38.2	2.15
W-MAL-18	Contig01	1	11008917	3945047	10679555	97.0082	52.5151	38.7	50.1
W-MAL-18	Contig02	1	8645043	2915421	8248160	95.4091	49.5104	38.7	52.3
W-MAL-18	Contig03	1	1697966	729320	1588762	93.5685	61.8355	38.7	35.6
W-MAL-18	Contig04	1	796569	254060	626021	78.5897	44.5893	38.7	20.8
W-MAL-18	Contig05	1	60573	4724	28908	47.7242	10.4684	38.6	6.19
W-MAL-18	Contig06	1	6618557	2343781	6480220	97.9099	51.9644	38.7	51.3
W-MAL-18	Contig07	1	51574	2496	20747	40.2276	6.1517	38.7	17.6
W-MAL-18	Contig08	1	5731635	1943476	5594478	97.607	49.9102	38.6	53.6
W-MAL-18	Contig09	1	4595668	1539033	4482893	97.5461	49.325	38.6	55.8
W-MAL-18	Contig10	1	1201610	108657	448845	37.3536	11.7187	38.8	24.4
W-MAL-18	Contig11	1	170974	60161	111114	64.9888	50.3656	38.7	25.7
W-MAL-18	Contig12	1	1464303	513452	1402158	95.756	51.1354	38.7	47.1
W-MAL-18	Contig13	1	4077659	1440826	3973163	97.4374	51.7775	38.6	49.1
W-MAL-18	Contig14	1	55256	6333	36882	66.7475	16.6099	38.6	23.4
W-MAL-18	Contig15	1	72685	44932	42278	58.1661	90.6945	38.3	1.66
W-MAL-18	Contig16	1	77902	14038	17945	23.0354	26.2815	38.6	0.212
W-MAL-18	Contig17	1	104405	4625	27395	26.2392	5.17299	38.7	5.3
W-MAL-18	Contig18	1	133460	172841	94783	71.0198	187.328	38.2	1.89
W-MAL-18	Contig19	1	96136	129019	75660	78.701	198.045	38.5	1.2
W-MAL-18	Contig20	1	73650	2121	18660	25.336	3.63014	38.7	9.95
W-MAL-18	Contig21	1	73030	6503	27317	37.4052	12.2561	38.8	12.7
W-MAL-18	Contig22	1	52001	456	5667	10.8979	0.731794	37.8	1.64
W-MAL-18	Contig23	1	70829	1815	21850	30.8489	3.12255	38.8	2.65
W-MAL-18	Contig24	1	75409	2296	20642	27.3734	3.4187	38.6	1.97
W-NGR-13	Contig01	1	11008917	3576153	10644537	96.6901	47.0977	38.9	51.6
W-NGR-13	Contig02	1	8645043	2747843	8385992	97.0035	46.1879	38.9	53.4
W-NGR-13	Contig03	1	1697966	611724	1607167	94.6525	51.8768	38.9	36.1
W-NGR-13	Contig04	1	796569	227775	649853	81.5815	40.3	38.9	22.6
W-NGR-13	Contig05	1	60573	7888	38725	63.9311	17.9819	38.8	16.5
W-NGR-13	Contig06	1	6618557	2132208	6535910	98.7513	46.8106	38.9	53.2
W-NGR-13	Contig07	1	51574	4240	25630	49.6956	10.7579	39	19.4
W-NGR-13	Contig08	1	5731635	1778339	5610362	97.8841	45.1449	38.9	55.3
W-NGR-13	Contig09	1	4595668	1430404	4467047	97.2013	45.3647	38.9	56.5
W-NGR-13	Contig10	1	1201610	80197	464260	38.6365	8.64993	38.9	22.4
W-NGR-13	Contig11	1	170974	45392	126621	74.0586	37.6213	38.9	26
W-NGR-13	Contig12	1	1464303	444533	1403420	95.8422	43.8142	38.9	48.7
W-NGR-13	Contig13	1	4077659	1289662	3972868	97.4301	45.8841	38.9	51.2
W-NGR-13	Contig14	1	55256	8340	44400	80.3533	21.9619	38.9	29.9
W-NGR-13	Contig15	1	72685	58979	46338	63.7518	117.702	38.6	2.25
W-NGR-13	Contig16	1	77902	18787	28085	36.0517	34.1566	38.9	0.152
W-NGR-13	Contig17	1	104405	3084	24869	23.8197	3.30393	38.7	2.25
W-NGR-13	Contig18	1	133460	217116	100728	75.4743	232.009	38.5	1.91
W-NGR-13	Contig19	1	96136	162463	80950	84.2036	246.678	38.8	0.878
W-NGR-13	Contig20	1	73650	3023	24133	32.7671	4.65627	39	9.63
W-NGR-13	Contig21	1	73030	5648	25102	34.3722	10.7282	39.1	13.6
W-NGR-13	Contig22	1	52001	295	5708	10.9767	0.504336	37.9	0.885
W-NGR-13	Contig23	1	70829	1229	21235	29.9807	2.10161	38.9	2.56
W-NGR-13	Contig24	1	75409	2032	20396	27.0472	2.84881	38.9	2.25
W-NGR-14	Contig01	1	11008917	3817532	10706143	97.2497	50.6903	38.5	51.1
W-NGR-14	Contig02	1	8645043	2956659	8408273	97.2612	50.0989	38.5	52.4
W-NGR-14	Contig03	1	1697966	578444	1521683	89.618	49.0794	38.6	34.8
W-NGR-14	Contig04	1	796569	253758	633501	79.5287	44.8287	38.6	22.5
W-NGR-14	Contig05	1	60573	4182	31645	52.2427	9.33181	38.4	8.62
W-NGR-14	Contig06	1	6618557	2261329	6484893	97.9805	50.043	38.5	52.2
W-NGR-14	Contig07	1	51574	2282	19158	37.1466	5.65217	38.6	16
W-NGR-14	Contig08	1	5731635	1925052	5610945	97.8943	49.3059	38.5	54.6
W-NGR-14	Contig09	1	4595668	1510655	4491869	97.7414	48.3006	38.5	56.4
W-NGR-14	Contig10	1	1201610	107481	418428	34.8223	11.5131	38.7	26
W-NGR-14	Contig11	1	170974	60874	141271	82.6272	50.7126	38.6	23
W-NGR-14	Contig12	1	1464303	478884	1393237	95.1468	47.5734	38.5	47.9
W-NGR-14	Contig13	1	4077659	1384129	3965280	97.244	49.6125	38.5	50.1
W-NGR-14	Contig14	1	55256	6848	39803	72.0338	18.0454	38.5	25.3
W-NGR-14	Contig15	1	72685	48005	44090	60.659	96.4274	38.2	1.9
W-NGR-14	Contig16	1	77902	14048	22370	28.7156	26.1212	38.5	0.127
W-NGR-14	Contig17	1	104405	2697	24494	23.4606	3.15173	38.5	4.7
W-NGR-14	Contig18	1	133460	182431	97939	73.3845	197.332	38.1	1.73
W-NGR-14	Contig19	1	96136	135011	78170	81.3119	206.32	38.4	0.952
W-NGR-14	Contig20	1	73650	2445	25289	34.3367	4.28143	38.5	13.5
W-NGR-14	Contig21	1	73030	6550	33057	45.265	12.5187	38.7	17.4
W-NGR-14	Contig22	1	52001	414	5536	10.6459	0.859657	37.4	0.599
W-NGR-14	Contig23	1	70829	1611	22801	32.1916	2.76318	38.3	2.36
W-NGR-14	Contig24	1	75409	2071	21339	28.2977	3.16513	38.4	2.17
W-NGR-58	Contig01	1	11008917	5143545	10677723	96.9916	66.526	38.5	51.1
W-NGR-58	Contig02	1	8645043	3993922	8405407	97.2281	65.9148	38.5	52.6
W-NGR-58	Contig03	1	1697966	1000858	1625245	95.7172	83.5015	38.6	35.5
W-NGR-58	Contig04	1	796569	385979	665869	83.5921	67.4906	38.6	21.9
W-NGR-58	Contig05	1	60573	12213	42182	69.6383	27.2719	38.6	14.6
W-NGR-58	Contig06	1	6618557	3060770	6556737	99.066	65.9798	38.5	52.7
W-NGR-58	Contig07	1	51574	7179	28962	56.1562	17.7629	38.5	18.1
W-NGR-58	Contig08	1	5731635	2533240	5625101	98.1413	63.1329	38.5	55
W-NGR-58	Contig09	1	4595668	2042279	4474581	97.3652	63.5679	38.5	56.2
W-NGR-58	Contig10	1	1201610	127344	484615	40.3305	13.6016	38.6	21.5
W-NGR-58	Contig11	1	170974	75384	128637	75.2378	61.6043	38.6	27.7
W-NGR-58	Contig12	1	1464303	650594	1410560	96.3298	62.9777	38.5	48.3
W-NGR-58	Contig13	1	4077659	1854984	3988346	97.8097	64.8138	38.5	50.7
W-NGR-58	Contig14	1	55256	11748	46239	83.6814	30.2097	38.5	28.1
W-NGR-58	Contig15	1	72685	79626	51257	70.5194	155.992	38.3	2.15
W-NGR-58	Contig16	1	77902	25862	36516	46.8743	45.4932	38.5	0.154
W-NGR-58	Contig17	1	104405	4968	27784	26.6118	5.39057	38.5	2.42
W-NGR-58	Contig18	1	133460	290357	107776	80.7553	306.159	38.2	1.5
W-NGR-58	Contig19	1	96136	216966	85417	88.8502	323.56	38.4	0.824
W-NGR-58	Contig20	1	73650	4282	28617	38.8554	6.78774	38.6	9.57
W-NGR-58	Contig21	1	73030	8685	27868	38.1597	16.1323	38.7	12.5
W-NGR-58	Contig22	1	52001	570	7974	15.3343	1.0516	37	0.556
W-NGR-58	Contig23	1	70829	2158	27845	39.313	3.39639	38.2	2.49
W-NGR-58	Contig24	1	75409	2946	27480	36.4413	4.16177	38.3	3.04
W-NGR-59	Contig01	1	11008917	4332283	10646805	96.7107	56.6102	38.5	51.3
W-NGR-59	Contig02	1	8645043	3376873	8381716	96.954	56.278	38.5	52.8
W-NGR-59	Contig03	1	1697966	843907	1613699	95.0372	71.0607	38.6	35.7
W-NGR-59	Contig04	1	796569	324663	654604	82.1779	57.334	38.6	22.8
W-NGR-59	Contig05	1	60573	10117	40805	67.365	22.7304	38.5	15.1
W-NGR-59	Contig06	1	6618557	2588138	6546403	98.9098	56.3535	38.5	52.9
W-NGR-59	Contig07	1	51574	5430	27299	52.9317	13.6684	38.7	19.2
W-NGR-59	Contig08	1	5731635	2142222	5612255	97.9172	53.9542	38.5	55.2
W-NGR-59	Contig09	1	4595668	1737551	4468690	97.237	54.6241	38.5	56.3
W-NGR-59	Contig10	1	1201610	106559	452042	37.6197	11.4157	38.6	22
W-NGR-59	Contig11	1	170974	58049	126425	73.944	47.6756	38.6	26.1
W-NGR-59	Contig12	1	1464303	547567	1407675	96.1328	53.5252	38.5	48.5
W-NGR-59	Contig13	1	4077659	1560608	3979875	97.602	55.0923	38.5	51
W-NGR-59	Contig14	1	55256	9724	45626	82.572	25.3475	38.5	28.9
W-NGR-59	Contig15	1	72685	65537	49222	67.7196	129.49	38.2	2.19
W-NGR-59	Contig16	1	77902	21365	33223	42.6472	38.22	38.5	0.117
W-NGR-59	Contig17	1	104405	4410	25457	24.3829	4.7981	38.6	2.8
W-NGR-59	Contig18	1	133460	243415	105581	79.1106	258.789	38.1	1.59
W-NGR-59	Contig19	1	96136	180613	84076	87.4553	271.682	38.4	0.827
W-NGR-59	Contig20	1	73650	3220	25704	34.9002	5.4477	38.4	11
W-NGR-59	Contig21	1	73030	7126	25468	34.8733	13.3715	38.6	12.8
W-NGR-59	Contig22	1	52001	428	6832	13.1382	0.794523	36.9	0.343
W-NGR-59	Contig23	1	70829	1497	23894	33.7348	2.45632	38.2	2.64
W-NGR-59	Contig24	1	75409	2119	22836	30.2829	3.04981	38.4	2.8
W-TOG-5-	Contig01	1	11008917	3281705	10637068	96.6223	42.9595	38.6	51.1
W-TOG-5-	Contig02	1	8645043	2520706	8388998	97.0382	42.1034	38.7	52.6
W-TOG-5-	Contig03	1	1697966	623100	1585270	93.3629	52.2604	38.7	35.7
W-TOG-5-	Contig04	1	796569	252114	657825	82.5823	44.0444	38.8	24
W-TOG-5-	Contig05	1	60573	6789	37990	62.7177	15.3103	38.5	10.6
W-TOG-5-	Contig06	1	6618557	1954132	6529091	98.6483	42.6602	38.6	52.6
W-TOG-5-	Contig07	1	51574	3151	23170	44.9257	7.79073	38.7	18.5
W-TOG-5-	Contig08	1	5731635	1610893	5598204	97.672	40.6965	38.6	54.9
W-TOG-5-	Contig09	1	4595668	1319324	4477041	97.4187	41.6047	38.6	56.1
W-TOG-5-	Contig10	1	1201610	106431	542803	45.173	11.3886	38.8	27
W-TOG-5-	Contig11	1	170974	58736	128853	75.3641	48.4357	38.7	31.7
W-TOG-5-	Contig12	1	1464303	410092	1398682	95.5186	40.1619	38.7	48
W-TOG-5-	Contig13	1	4077659	1175201	3970515	97.3724	41.5715	38.6	50.4
W-TOG-5-	Contig14	1	55256	6454	42674	77.2296	16.8515	38.5	28.6
W-TOG-5-	Contig15	1	72685	45166	45675	62.8397	89.806	38.4	2.19
W-TOG-5-	Contig16	1	77902	14719	26291	33.7488	26.5918	38.6	0.163
W-TOG-5-	Contig17	1	104405	3755	29598	28.3492	3.92377	38.7	3.86
W-TOG-5-	Contig18	1	133460	165148	99686	74.6935	175.961	38.3	1.6
W-TOG-5-	Contig19	1	96136	125038	80814	84.0622	189.169	38.5	0.904
W-TOG-5-	Contig20	1	73650	2200	20462	27.7828	3.56802	38.6	8.97
W-TOG-5-	Contig21	1	73030	8249	35125	48.0967	15.6053	38.8	18
W-TOG-5-	Contig22	1	52001	339	6176	11.8767	0.577816	38	2.83
W-TOG-5-	Contig23	1	70829	1322	22456	31.7045	2.07596	38.4	2.48
W-TOG-5-	Contig24	1	75409	1921	20976	27.8163	2.74335	38.7	2.45
W-TOG-5	Contig01	1	11008917	4067734	10634774	96.6015	54.0138	38.6	51.6
W-TOG-5	Contig02	1	8645043	3133202	8393565	97.0911	53.0475	38.6	52.9
W-TOG-5	Contig03	1	1697966	769679	1580922	93.1068	65.3216	38.7	36.3
W-TOG-5	Contig04	1	796569	305363	663285	83.2677	54.0253	38.7	24.5
W-TOG-5	Contig05	1	60573	7773	36473	60.2133	17.906	38.6	11
W-TOG-5	Contig06	1	6618557	2428984	6524627	98.5808	53.7758	38.6	52.9
W-TOG-5	Contig07	1	51574	3650	21794	42.2577	9.42302	38.7	21.5
W-TOG-5	Contig08	1	5731635	2003976	5596842	97.6483	51.3501	38.6	55.3
W-TOG-5	Contig09	1	4595668	1655649	4474383	97.3609	52.9514	38.6	56.4
W-TOG-5	Contig10	1	1201610	129574	483260	40.2177	14.0454	38.8	27.6
W-TOG-5	Contig11	1	170974	71824	128121	74.936	60.0341	38.7	32.3
W-TOG-5	Contig12	1	1464303	506998	1395648	95.3114	50.3392	38.6	48.5
W-TOG-5	Contig13	1	4077659	1446871	3968812	97.3306	51.8971	38.6	51
W-TOG-5	Contig14	1	55256	8190	42213	76.3953	21.7818	38.6	30.9
W-TOG-5	Contig15	1	72685	51968	45046	61.9743	104.539	38.3	2.03
W-TOG-5	Contig16	1	77902	16206	22211	28.5115	30.1225	38.5	0.186
W-TOG-5	Contig17	1	104405	4105	26004	24.9069	4.40347	38.8	3.65
W-TOG-5	Contig18	1	133460	193297	98201	73.5808	208.91	38.2	1.53
W-TOG-5	Contig19	1	96136	147704	77388	80.4985	225.988	38.5	0.957
W-TOG-5	Contig20	1	73650	2359	18707	25.3999	4.07553	38.9	11.5
W-TOG-5	Contig21	1	73030	9747	34124	46.726	18.696	38.6	19.6
W-TOG-5	Contig22	1	52001	326	5323	10.2363	0.602854	37.9	1.47
W-TOG-5	Contig23	1	70829	1261	19940	28.1523	2.20564	38.6	3.92
W-TOG-5	Contig24	1	75409	1907	19821	26.2847	2.84414	38.9	3.01
W-TOG-6	Contig01	1	11008917	3816188	10734153	97.5042	50.7551	38.6	51.3
W-TOG-6	Contig02	1	8645043	2929360	8428134	97.4909	49.7205	38.6	52.7
W-TOG-6	Contig03	1	1697966	553902	1539217	90.6506	47.0706	38.6	35.2
W-TOG-6	Contig04	1	796569	228441	635961	79.8375	40.4289	38.7	21.4
W-TOG-6	Contig05	1	60573	4086	30820	50.8808	9.14123	38.4	8.76
W-TOG-6	Contig06	1	6618557	2256459	6494480	98.1253	49.9947	38.6	52.3
W-TOG-6	Contig07	1	51574	2612	19226	37.2785	6.44838	38.6	16.6
W-TOG-6	Contig08	1	5731635	1928517	5611518	97.9043	49.4458	38.6	54.6
W-TOG-6	Contig09	1	4595668	1508010	4494880	97.8069	48.2558	38.6	56.5
W-TOG-6	Contig10	1	1201610	91182	452131	37.6271	9.83752	38.7	24.8
W-TOG-6	Contig11	1	170974	54725	142480	83.3343	45.735	38.6	20.6
W-TOG-6	Contig12	1	1464303	470781	1397202	95.4175	46.8822	38.6	48.3
W-TOG-6	Contig13	1	4077659	1387125	3972265	97.4153	49.788	38.6	50.4
W-TOG-6	Contig14	1	55256	6698	39747	71.9325	17.5224	38.6	24.9
W-TOG-6	Contig15	1	72685	54430	45393	62.4517	109.362	38.2	2
W-TOG-6	Contig16	1	77902	17009	22094	28.3613	31.7787	38.6	0.154
W-TOG-6	Contig17	1	104405	2595	22840	21.8763	3.00243	38.6	3.98
W-TOG-6	Contig18	1	133460	207913	97529	73.0773	225.38	38.2	1.74
W-TOG-6	Contig19	1	96136	153794	77400	80.5109	235.462	38.4	0.944
W-TOG-6	Contig20	1	73650	2518	25990	35.2885	4.48248	38.6	13
W-TOG-6	Contig21	1	73030	5722	32835	44.961	10.9563	38.6	16.6
W-TOG-6	Contig22	1	52001	370	4968	9.55366	0.716371	37.8	0.727
W-TOG-6	Contig23	1	70829	1338	19520	27.5593	2.35879	38.7	2.52
W-TOG-6	Contig24	1	75409	1921	20480	27.1586	2.95258	38.4	2.36
YN07205e	Contig01	1	11008917	4146107	10498258	95.3614	55.6535	39.2	51.5
YN07205e	Contig02	1	8645043	3154055	8270864	95.6718	54.0296	39.2	53.7
YN07205e	Contig03	1	1697966	673082	1526024	89.8736	57.4029	39.2	35.9
YN07205e	Contig04	1	796569	246281	594967	74.6912	44.2013	39.2	23.3
YN07205e	Contig05	1	60573	6874	33659	55.5677	16.0272	39.1	11.6
YN07205e	Contig06	1	6618557	2523122	6517691	98.476	56.4638	39.2	53
YN07205e	Contig07	1	51574	4515	20947	40.6154	12.5412	39.2	24.7
YN07205e	Contig08	1	5731635	2103706	5600690	97.7154	54.4444	39.2	55.3
YN07205e	Contig09	1	4595668	1673232	4450747	96.8466	54.0342	39.2	56.5
YN07205e	Contig10	1	1201610	77463	269073	22.3927	8.50116	39.2	21.2
YN07205e	Contig11	1	170974	51047	114772	67.1283	42.8712	39.2	23.9
YN07205e	Contig12	1	1464303	535995	1384154	94.5265	53.7396	39.1	48.8
YN07205e	Contig13	1	4077659	1511946	3923784	96.2264	54.8422	39.2	51
YN07205e	Contig14	1	55256	8187	42243	76.4496	21.9935	39.1	30.7
YN07205e	Contig15	1	72685	84893	42009	57.796	171.833	38.8	1.41
YN07205e	Contig16	1	77902	27649	16676	21.4064	52.2499	39	0.186
YN07205e	Contig17	1	104405	3227	17394	16.6601	3.72874	39.2	2.67
YN07205e	Contig18	1	133460	322788	91388	68.4759	353.434	38.7	1.42
YN07205e	Contig19	1	96136	241296	75168	78.1892	372.452	38.9	0.594
YN07205e	Contig20	1	73650	2225	18058	24.5187	4.03013	39.3	15.1
YN07205e	Contig21	1	73030	6491	22435	30.7203	12.5268	39.2	14.3
YN07205e	Contig22	1	52001	316	3811	7.32871	0.570181	38.2	1.65
YN07205e	Contig23	1	70829	1269	17805	25.138	2.26444	39.2	2.38
YN07205e	Contig24	1	75409	2123	16482	21.8568	3.1725	39.1	2.88
YN072310	Contig01	1	11008917	4005670	10792032	98.0299	54.0247	39.2	52.2
YN072310	Contig02	1	8645043	3271140	8569726	99.1288	56.2404	39.2	52.6
YN072310	Contig03	1	1697966	789653	1649549	97.1485	68.8692	39.2	36.5
YN072310	Contig04	1	796569	199143	589258	73.9745	36.4449	39.2	17.4
YN072310	Contig05	1	60573	8897	35533	58.6614	21.2658	39.1	17.7
YN072310	Contig06	1	6618557	2381015	6521851	98.5389	53.5406	39.2	53.3
YN072310	Contig07	1	51574	3439	22790	44.1889	9.28196	39.3	20.6
YN072310	Contig08	1	5731635	2031542	5673282	98.9819	52.745	39.2	55.2
YN072310	Contig09	1	4595668	1617660	4549947	99.0051	52.4382	39.2	56.5
YN072310	Contig10	1	1201610	71291	253992	21.1376	8.23583	39.2	23.2
YN072310	Contig11	1	170974	35190	127423	74.5277	29.8406	39.1	11.6
YN072310	Contig12	1	1464303	521568	1411595	96.4005	52.9258	39.1	49.6
YN072310	Contig13	1	4077659	1488993	4021415	98.6207	54.2949	39.2	51
YN072310	Contig14	1	55256	9595	43756	79.1878	25.8504	39.2	31.1
YN072310	Contig15	1	72685	87536	43386	59.6904	177.317	38.7	2.17
YN072310	Contig16	1	77902	27629	18595	23.8697	52.1999	39	0.214
YN072310	Contig17	1	104405	1992	14598	13.9821	2.59454	39.1	1.68
